Hour,Load [MW],,,Load factor [MW/MWavg],,,Load factor [MW/MWh-year],,
3333,6745,6473,6510,0.9521,0.9055,0.9386,0.000108683,0.000103366,0.000107141
3334,6198,6055,6321,0.8749,0.8470,0.9113,9.98696E-05,9.66908E-05,0.00010403
3335,6186,6114,6334,0.8732,0.8553,0.9132,9.96762E-05,9.76329E-05,0.000104244
3336,6344,6176,6345,0.8955,0.8639,0.9148,0.000102222,9.8623E-05,0.000104425
3337,6387,6155,6425,0.9015,0.8610,0.9263,0.000102915,9.82876E-05,0.000105742
3338,6296,6148,6327,0.8887,0.8600,0.9122,0.000101449,9.81759E-05,0.000104129
3339,5991,5974,6240,0.8456,0.8357,0.8996,9.65341E-05,9.53973E-05,0.000102697
3340,6295,6162,6178,0.8885,0.8620,0.8907,0.000101433,9.83994E-05,0.000101677
3341,6597,6576,6032,0.9312,0.9199,0.8696,0.000106299,0.00010501,9.9274E-05
3342,7522,7456,5826,1.0617,1.0430,0.8399,0.000121203,0.000119063,9.58836E-05
3343,8127,7985,6038,1.1471,1.1170,0.8705,0.000130952,0.00012751,9.93727E-05
3344,8279,8128,6401,1.1686,1.1370,0.9228,0.000133401,0.000129794,0.000105347
3345,8472,8289,6729,1.1958,1.1595,0.9701,0.000136511,0.000132365,0.000110745
3346,8659,8490,6760,1.2222,1.1876,0.9746,0.000139524,0.000135575,0.000111255
3347,8149,7918,6845,1.1502,1.1076,0.9869,0.000131306,0.000126441,0.000112654
3348,8106,7870,6793,1.1442,1.1009,0.9794,0.000130614,0.000125674,0.000111798
3349,7959,7737,6750,1.1234,1.0823,0.9732,0.000128245,0.00012355,0.000111091
3350,7847,7597,6539,1.1076,1.0627,0.9427,0.00012644,0.000121315,0.000107618
3351,7683,7490,6373,1.0845,1.0477,0.9188,0.000123798,0.000119606,0.000104886
3352,7458,7274,6228,1.0527,1.0175,0.8979,0.000120172,0.000116157,0.0001025
3353,7515,7238,5841,1.0608,1.0125,0.8421,0.000121091,0.000115582,9.61305E-05
3354,7317,7065,5672,1.0328,0.9883,0.8177,0.0001179,0.000112819,9.33491E-05
3355,7129,6868,5548,1.0063,0.9607,0.7999,0.000114871,0.000109673,9.13083E-05
3356,7137,6873,5632,1.0074,0.9614,0.8120,0.000115,0.000109753,9.26908E-05
3357,6836,6664,5685,0.9649,0.9322,0.8196,0.00011015,0.000106416,9.35631E-05
3358,6357,6238,5523,0.8973,0.8726,0.7963,0.000102432,9.96131E-05,9.08969E-05
3359,6195,6260,5812,0.8744,0.8757,0.8379,9.98212E-05,9.99644E-05,9.56532E-05
3360,6244,6452,5812,0.8814,0.9025,0.8379,0.000100611,0.00010303,9.56532E-05
3361,6385,6466,5899,0.9013,0.9045,0.8505,0.000102883,0.000103254,9.70851E-05
3362,6324,6488,5759,0.8926,0.9076,0.8303,0.0001019,0.000103605,9.4781E-05
3363,6103,6361,5722,0.8614,0.8898,0.8249,9.83388E-05,0.000101577,9.4172E-05
3364,6269,6552,5658,0.8849,0.9165,0.8157,0.000101014,0.000104627,9.31187E-05
3365,6800,6689,5533,0.9598,0.9357,0.7977,0.00010957,0.000106815,9.10615E-05
3366,7520,7235,5460,1.0615,1.0121,0.7872,0.000121171,0.000115534,8.98601E-05
3367,8007,7605,5528,1.1302,1.0638,0.7970,0.000129018,0.000121442,9.09792E-05
3368,8127,7589,5808,1.1471,1.0616,0.8373,0.000130952,0.000121187,9.55874E-05
3369,8249,7665,6023,1.1644,1.0722,0.8683,0.000132918,0.0001224,9.91258E-05
3370,8442,7847,6212,1.1916,1.0977,0.8956,0.000136028,0.000125307,0.000102236
3371,7980,7324,6289,1.1264,1.0245,0.9067,0.000128583,0.000116955,0.000103504
3372,8074,7282,5907,1.1397,1.0187,0.8516,0.000130098,0.000116284,9.72167E-05
3373,7995,7081,5729,1.1285,0.9905,0.8260,0.000128825,0.000113075,9.42872E-05
3374,7910,6848,5878,1.1165,0.9579,0.8474,0.000127455,0.000109354,9.67395E-05
3375,7795,6618,5955,1.1003,0.9258,0.8585,0.000125602,0.000105681,9.80067E-05
3376,7535,6528,5882,1.0636,0.9132,0.8480,0.000121413,0.000104244,9.68053E-05
3377,7424,6557,5876,1.0479,0.9172,0.8471,0.000119624,0.000104707,9.67065E-05
3378,7271,6407,5268,1.0263,0.8963,0.7595,0.000117159,0.000102312,8.67001E-05
3379,7011,6259,5264,0.9896,0.8755,0.7589,0.00011297,9.99484E-05,8.66343E-05
3380,7064,6418,5464,0.9971,0.8978,0.7878,0.000113824,0.000102487,8.99259E-05
3381,6830,6363,5515,0.9641,0.8901,0.7951,0.000110053,0.000101609,9.07652E-05
3382,6418,5960,5337,0.9059,0.8337,0.7694,0.000103414,9.51737E-05,8.78357E-05
3383,6203,5764,5637,0.8756,0.8063,0.8127,9.99501E-05,9.20439E-05,9.27731E-05
3384,6068,5552,5573,0.8565,0.7766,0.8035,9.77749E-05,8.86585E-05,9.17198E-05
3385,6026,5694,5802,0.8506,0.7965,0.8365,9.70981E-05,9.09261E-05,9.54887E-05
3386,6012,5842,5797,0.8486,0.8172,0.8358,9.68725E-05,9.32894E-05,9.54064E-05
3387,5740,5828,5733,0.8102,0.8153,0.8265,9.24897E-05,9.30659E-05,9.43531E-05
3388,6123,5889,5991,0.8643,0.8238,0.8637,9.86611E-05,9.404E-05,9.85992E-05
3389,6817,5922,5876,0.9622,0.8284,0.8471,0.000109844,9.45669E-05,9.67065E-05
3390,7500,5429,6571,1.0586,0.7594,0.9473,0.000120849,8.66943E-05,0.000108145
3391,7862,5662,6903,1.1097,0.7920,0.9952,0.000126682,9.04151E-05,0.000113609
3392,7878,5964,6889,1.1120,0.8343,0.9932,0.00012694,9.52376E-05,0.000113378
3393,7932,6261,7035,1.1196,0.8758,1.0142,0.00012781,9.99803E-05,0.000115781
3394,8143,6674,7269,1.1494,0.9336,1.0480,0.00013121,0.000106575,0.000119632
3395,7718,6679,6845,1.0894,0.9343,0.9869,0.000124362,0.000106655,0.000112654
3396,7720,6752,6915,1.0897,0.9445,0.9969,0.000124394,0.000107821,0.000113806
3397,7547,6661,6824,1.0653,0.9318,0.9838,0.000121606,0.000106368,0.000112309
3398,7344,6549,6762,1.0366,0.9161,0.9749,0.000118335,0.000104579,0.000111288
3399,7125,6486,6640,1.0057,0.9073,0.9573,0.000114806,0.000103573,0.00010928
3400,7040,6376,6441,0.9937,0.8919,0.9286,0.000113437,0.000101817,0.000106005
3401,7050,5719,6434,0.9951,0.8000,0.9276,0.000113598,9.13253E-05,0.00010589
3402,6896,5545,6273,0.9734,0.7757,0.9044,0.000111117,8.85467E-05,0.00010324
3403,6669,5474,6049,0.9413,0.7657,0.8721,0.000107459,8.74129E-05,9.95537E-05
3404,6754,5695,6139,0.9533,0.7967,0.8851,0.000108829,9.0942E-05,0.000101035
3405,6649,5737,6057,0.9385,0.8025,0.8732,0.000107137,9.16127E-05,9.96854E-05
3406,6211,5479,5583,0.8767,0.7664,0.8049,0.000100079,8.74928E-05,9.18844E-05
3407,6029,6245,5312,0.8510,0.8736,0.7658,9.71464E-05,9.97248E-05,8.74243E-05
3408,5866,6086,5259,0.8280,0.8513,0.7582,9.452E-05,9.71858E-05,8.6552E-05
3409,5862,5942,5356,0.8274,0.8312,0.7722,9.44555E-05,9.48863E-05,8.81484E-05
3410,5927,5807,5638,0.8366,0.8123,0.8128,9.55029E-05,9.27305E-05,9.27896E-05
3411,5667,5645,5481,0.7999,0.7897,0.7902,9.13135E-05,9.01436E-05,9.02057E-05
3412,5718,5627,5398,0.8071,0.7871,0.7782,9.21352E-05,8.98561E-05,8.88397E-05
3413,5723,5581,5823,0.8078,0.7807,0.8395,9.22158E-05,8.91216E-05,9.58343E-05
3414,5613,5632,6563,0.7923,0.7878,0.9462,9.04433E-05,8.9936E-05,0.000108013
3415,5689,5742,6866,0.8030,0.8032,0.9899,9.1668E-05,9.16926E-05,0.000113
3416,5974,5971,6967,0.8432,0.8353,1.0044,9.62602E-05,9.53494E-05,0.000114662
3417,6106,6163,7128,0.8619,0.8621,1.0277,9.83872E-05,9.84154E-05,0.000117312
3418,6244,6351,7415,0.8814,0.8884,1.0690,0.000100611,0.000101418,0.000122035
3419,6409,6447,6912,0.9046,0.9018,0.9965,0.000103269,0.000102951,0.000113757
3420,6640,6435,7101,0.9372,0.9002,1.0238,0.000106992,0.000102759,0.000116867
3421,6494,6278,7138,0.9166,0.8782,1.0291,0.000104639,0.000100252,0.000117476
3422,6407,6149,7181,0.9044,0.8602,1.0353,0.000103237,9.81918E-05,0.000118184
3423,6323,6243,7230,0.8925,0.8733,1.0424,0.000101884,9.96929E-05,0.000118991
3424,6121,6283,6566,0.8640,0.8789,0.9466,9.86288E-05,0.000100332,0.000108062
3425,5904,5875,6581,0.8334,0.8218,0.9488,9.51323E-05,9.38164E-05,0.000108309
3426,5787,5814,6351,0.8168,0.8133,0.9156,9.3247E-05,9.28423E-05,0.000104524
3427,5687,5922,6127,0.8027,0.8284,0.8833,9.16357E-05,9.45669E-05,0.000100837
3428,5857,6028,6189,0.8267,0.8432,0.8923,9.4375E-05,9.62596E-05,0.000101858
3429,5875,5860,6166,0.8293,0.8197,0.8890,9.4665E-05,9.35769E-05,0.000101479
3430,5651,5676,5848,0.7976,0.7940,0.8431,9.10556E-05,9.06386E-05,9.62457E-05
3431,5518,5868,6064,0.7789,0.8209,0.8743,8.89126E-05,9.37046E-05,9.98006E-05
3432,5683,6276,6149,0.8022,0.8779,0.8865,9.15713E-05,0.00010022,0.0001012
3433,5623,6231,6183,0.7937,0.8716,0.8914,9.06045E-05,9.95013E-05,0.000101759
3434,5522,6233,6094,0.7794,0.8719,0.8786,8.8977E-05,9.95332E-05,0.000100294
3435,5461,6106,5794,0.7708,0.8541,0.8353,8.79941E-05,9.75052E-05,9.5357E-05
3436,5589,6465,5472,0.7889,0.9044,0.7889,9.00566E-05,0.000103238,9.00575E-05
3437,5528,6593,5948,0.7803,0.9223,0.8575,8.90737E-05,0.000105282,9.78915E-05
3438,5491,7475,6657,0.7751,1.0456,0.9597,8.84775E-05,0.000119366,0.00010956
3439,5499,8078,7013,0.7762,1.1300,1.0111,8.86064E-05,0.000128996,0.000115419
3440,5784,8263,7256,0.8164,1.1559,1.0461,9.31987E-05,0.00013195,0.000119418
3441,5796,8395,7410,0.8181,1.1743,1.0683,9.33921E-05,0.000134058,0.000121953
3442,5995,8636,7818,0.8462,1.2081,1.1271,9.65986E-05,0.000137906,0.000128668
3443,6014,8106,7142,0.8489,1.1339,1.0297,9.69047E-05,0.000129443,0.000117542
3444,6081,8206,7098,0.8583,1.1479,1.0233,9.79843E-05,0.00013104,0.000116818
3445,5975,8072,7009,0.8434,1.1292,1.0105,9.62763E-05,0.0001289,0.000115353
3446,5842,7819,6822,0.8246,1.0938,0.9835,9.41333E-05,0.00012486,0.000112276
3447,5856,7598,6525,0.8266,1.0629,0.9407,9.43589E-05,0.000121331,0.000107388
3448,5884,7414,6316,0.8305,1.0371,0.9106,9.481E-05,0.000118392,0.000103948
3449,5740,7474,6181,0.8102,1.0455,0.8911,9.24897E-05,0.00011935,0.000101726
3450,5680,7275,6010,0.8017,1.0177,0.8665,9.15229E-05,0.000116173,9.89119E-05
3451,5589,7028,5855,0.7889,0.9831,0.8441,9.00566E-05,0.000112228,9.63609E-05
3452,5732,6971,5968,0.8091,0.9751,0.8604,9.23608E-05,0.000111318,9.82207E-05
3453,5658,6716,6013,0.7986,0.9395,0.8669,9.11684E-05,0.000107246,9.89613E-05
3454,5505,6271,5647,0.7770,0.8772,0.8141,8.87031E-05,0.00010014,9.29377E-05
3455,5568,6160,5367,0.7859,0.8617,0.7738,8.97183E-05,9.83675E-05,8.83295E-05
3456,5595,6328,5174,0.7897,0.8852,0.7459,9.01533E-05,0.00010105,8.51531E-05
3457,5579,6652,5424,0.7875,0.9305,0.7820,8.98955E-05,0.000106224,8.92676E-05
3458,5640,6615,5630,0.7961,0.9253,0.8117,9.08784E-05,0.000105633,9.26579E-05
3459,5469,6394,5483,0.7720,0.8944,0.7905,8.8123E-05,0.000102104,9.02386E-05
3460,5501,6406,5623,0.7765,0.8961,0.8107,8.86387E-05,0.000102296,9.25427E-05
3461,5397,6708,5681,0.7618,0.9384,0.8190,8.69629E-05,0.000107118,9.34972E-05
3462,5355,7485,5839,0.7559,1.0470,0.8418,8.62861E-05,0.000119526,9.60976E-05
3463,5503,7853,5968,0.7768,1.0985,0.8604,8.86709E-05,0.000125403,9.82207E-05
3464,5581,7917,6075,0.7878,1.1075,0.8758,8.99277E-05,0.000126425,9.99817E-05
3465,5731,8009,6245,0.8089,1.1203,0.9003,9.23447E-05,0.000127894,0.000102779
3466,5928,8259,6205,0.8367,1.1553,0.8946,9.5519E-05,0.000131886,0.000102121
3467,6067,7737,6240,0.8564,1.0823,0.8996,9.77587E-05,0.00012355,0.000102697
3468,6131,7766,6146,0.8654,1.0864,0.8861,9.879E-05,0.000124013,0.00010115
3469,6060,7634,6092,0.8554,1.0679,0.8783,9.76459E-05,0.000121905,0.000100261
3470,6030,7465,6042,0.8511,1.0443,0.8711,9.71625E-05,0.000119207,9.94385E-05
3471,6102,7309,6053,0.8613,1.0224,0.8727,9.83227E-05,0.000116716,9.96196E-05
3472,6146,7085,6038,0.8675,0.9911,0.8705,9.90317E-05,0.000113139,9.93727E-05
3473,6091,7044,5314,0.8598,0.9854,0.7661,9.81455E-05,0.000112484,8.74572E-05
3474,6058,6849,5240,0.8551,0.9581,0.7555,9.76137E-05,0.00010937,8.62393E-05
3475,5987,6699,5165,0.8451,0.9371,0.7446,9.64697E-05,0.000106975,8.5005E-05
3476,6096,6778,5336,0.8605,0.9481,0.7693,9.8226E-05,0.000108236,8.78193E-05
3477,6083,6605,5539,0.8586,0.9239,0.7986,9.80165E-05,0.000105474,9.11602E-05
3478,5719,6119,5316,0.8072,0.8560,0.7664,9.21513E-05,9.77128E-05,8.74901E-05
3479,5669,5973,5536,0.8002,0.8355,0.7981,9.13457E-05,9.53813E-05,9.11109E-05
3480,5662,6314,5847,0.7992,0.8832,0.8430,9.12329E-05,0.000100827,9.62293E-05
3481,5566,6445,5972,0.7856,0.9016,0.8610,8.9686E-05,0.000102919,9.82865E-05
3482,5623,6657,5829,0.7937,0.9312,0.8404,9.06045E-05,0.000106304,9.5933E-05
3483,5453,6393,5550,0.7697,0.8943,0.8001,8.78652E-05,0.000102088,9.13413E-05
3484,5826,6295,5547,0.8223,0.8806,0.7997,9.38755E-05,0.000100523,9.12919E-05
3485,6236,6601,5061,0.8802,0.9234,0.7296,0.000100482,0.00010541,8.32934E-05
3486,7090,7290,5384,1.0008,1.0198,0.7762,0.000114243,0.000116412,8.86093E-05
3487,7603,7681,5736,1.0732,1.0745,0.8270,0.000122509,0.000122656,9.44024E-05
3488,7700,7700,6016,1.0869,1.0771,0.8673,0.000124072,0.000122959,9.90106E-05
3489,7884,7772,6411,1.1128,1.0872,0.9243,0.000127036,0.000124109,0.000105512
3490,8125,7850,6923,1.1469,1.0981,0.9981,0.00013092,0.000125355,0.000113938
3491,7606,7361,6779,1.0736,1.0297,0.9773,0.000122557,0.000117546,0.000111568
3492,7689,7379,6917,1.0853,1.0322,0.9972,0.000123894,0.000117833,0.000113839
3493,7605,7276,6964,1.0735,1.0178,1.0040,0.000122541,0.000116189,0.000114613
3494,7500,7175,6898,1.0586,1.0037,0.9945,0.000120849,0.000114576,0.000113526
3495,7415,7097,6725,1.0466,0.9928,0.9696,0.000119479,0.00011333,0.000110679
3496,7270,6963,5821,1.0262,0.9740,0.8392,0.000117143,0.00011119,9.58014E-05
3497,7259,6932,5874,1.0246,0.9697,0.8469,0.000116966,0.000110695,9.66736E-05
3498,7062,6729,5742,0.9968,0.9413,0.8278,0.000113791,0.000107454,9.45012E-05
3499,6810,6547,5570,0.9612,0.9158,0.8030,0.000109731,0.000104547,9.16704E-05
3500,6767,6587,5706,0.9552,0.9214,0.8226,0.000109038,0.000105186,9.39087E-05
3501,6555,6478,5805,0.9252,0.9062,0.8369,0.000105622,0.000103446,9.5538E-05
3502,6093,6015,5483,0.8600,0.8414,0.7905,9.81777E-05,9.6052E-05,9.02386E-05
3503,5886,5881,5281,0.8308,0.8227,0.7614,9.48422E-05,9.39122E-05,8.69141E-05
3504,5953,6036,5343,0.8403,0.8444,0.7703,9.59218E-05,9.63874E-05,8.79345E-05
3505,6021,5941,5656,0.8499,0.8311,0.8154,9.70175E-05,9.48703E-05,9.30858E-05
3506,6234,6101,5696,0.8799,0.8534,0.8212,0.00010045,9.74253E-05,9.37441E-05
3507,6105,5986,5628,0.8617,0.8374,0.8114,9.8371E-05,9.55889E-05,9.2625E-05
3508,6160,6247,5510,0.8695,0.8739,0.7944,9.92573E-05,9.97568E-05,9.06829E-05
3509,6561,6103,5622,0.9261,0.8537,0.8105,0.000105719,9.74573E-05,9.25262E-05
3510,7196,6480,5482,1.0157,0.9065,0.7903,0.000115951,0.000103477,9.02221E-05
3511,7551,6814,5810,1.0658,0.9532,0.8376,0.000121671,0.000108811,9.56203E-05
3512,7573,6960,6197,1.0689,0.9736,0.8934,0.000122025,0.000111142,0.00010199
3513,7724,7018,6483,1.0903,0.9817,0.9347,0.000124458,0.000112069,0.000106696
3514,7978,7211,6582,1.1261,1.0087,0.9489,0.000128551,0.000115151,0.000108326
3515,7461,6910,6563,1.0531,0.9666,0.9462,0.000120221,0.000110344,0.000108013
3516,7441,6849,6543,1.0503,0.9581,0.9433,0.000119898,0.00010937,0.000107684
3517,7275,6895,6455,1.0269,0.9645,0.9306,0.000117223,0.000110105,0.000106236
3518,7094,6874,6426,1.0013,0.9616,0.9264,0.000114307,0.000109769,0.000105758
3519,7012,6553,6361,0.9898,0.9167,0.9171,0.000112986,0.000104643,0.000104689
3520,6814,6458,6414,0.9618,0.9034,0.9247,0.000109795,0.000103126,0.000105561
3521,6749,6501,5506,0.9526,0.9094,0.7938,0.000108748,0.000103813,9.06171E-05
3522,6609,6347,5402,0.9329,0.8879,0.7788,0.000106492,0.000101354,8.89055E-05
3523,6446,6233,5412,0.9099,0.8719,0.7803,0.000103866,9.95332E-05,8.90701E-05
3524,6706,6403,5507,0.9466,0.8957,0.7940,0.000108055,0.000102248,9.06336E-05
3525,6603,6341,5655,0.9320,0.8870,0.8153,0.000106395,0.000101258,9.30693E-05
3526,6057,5920,5456,0.8550,0.8281,0.7866,9.75976E-05,9.4535E-05,8.97942E-05
3527,5903,6262,5660,0.8332,0.8760,0.8160,9.51162E-05,9.99963E-05,9.31516E-05
3528,5847,5976,5810,0.8253,0.8360,0.8376,9.42138E-05,9.54292E-05,9.56203E-05
3529,5773,6047,5834,0.8149,0.8459,0.8411,9.30215E-05,9.6563E-05,9.60153E-05
3530,5930,6300,5650,0.8370,0.8813,0.8146,9.55512E-05,0.000100603,9.29871E-05
3531,5829,6139,5452,0.8228,0.8588,0.7860,9.39238E-05,9.80321E-05,8.97284E-05
3532,6110,6224,5279,0.8624,0.8707,0.7611,9.84516E-05,9.93895E-05,8.68812E-05
3533,6433,6022,5227,0.9080,0.8424,0.7536,0.000103656,9.61638E-05,8.60254E-05
3534,7049,6687,5364,0.9950,0.9354,0.7733,0.000113582,0.000106783,8.82801E-05
3535,7433,7171,5579,1.0492,1.0031,0.8043,0.000119769,0.000114512,9.18185E-05
3536,7455,7295,5841,1.0523,1.0205,0.8421,0.000120124,0.000116492,9.61305E-05
3537,7538,7412,5882,1.0640,1.0368,0.8480,0.000121461,0.00011836,9.68053E-05
3538,7814,7542,6156,1.1030,1.0550,0.8875,0.000125908,0.000120436,0.000101315
3539,7319,7157,6178,1.0331,1.0012,0.8907,0.000117932,0.000114288,0.000101677
3540,7313,7307,6037,1.0322,1.0221,0.8704,0.000117836,0.000116684,9.93563E-05
3541,7198,7106,5943,1.0160,0.9940,0.8568,0.000115983,0.000113474,9.78092E-05
3542,7049,7020,5913,0.9950,0.9820,0.8525,0.000113582,0.000112101,9.73155E-05
3543,7219,6856,5978,1.0190,0.9591,0.8619,0.000116321,0.000109482,9.83852E-05
3544,7001,6671,5966,0.9882,0.9332,0.8601,0.000112808,0.000106528,9.81877E-05
3545,6740,6694,5430,0.9514,0.9364,0.7828,0.000108603,0.000106895,8.93663E-05
3546,6446,6543,5396,0.9099,0.9153,0.7779,0.000103866,0.000104484,8.88068E-05
3547,6256,6341,5370,0.8830,0.8870,0.7742,0.000100804,0.000101258,8.83788E-05
3548,6428,6402,5559,0.9073,0.8956,0.8014,0.000103576,0.000102232,9.14894E-05
3549,6311,6411,5664,0.8908,0.8968,0.8166,0.00010169,0.000102376,9.32175E-05
3550,5837,6170,5270,0.8239,0.8631,0.7598,9.40527E-05,9.85272E-05,8.67331E-05
3551,5616,6023,5035,0.7927,0.8425,0.7259,9.04917E-05,9.61798E-05,8.28655E-05
3552,5584,5981,5382,0.7882,0.8367,0.7759,8.99761E-05,9.55091E-05,8.85763E-05
3553,5540,6205,5694,0.7820,0.8680,0.8209,8.92671E-05,9.90861E-05,9.37112E-05
3554,5538,6335,5608,0.7817,0.8862,0.8085,8.92349E-05,0.000101162,9.22958E-05
3555,5347,6024,5511,0.7547,0.8427,0.7945,8.61572E-05,9.61957E-05,9.06994E-05
3556,5621,6080,5699,0.7934,0.8505,0.8216,9.05723E-05,9.709E-05,9.37935E-05
3557,6166,6067,5850,0.8703,0.8487,0.8434,9.93539E-05,9.68824E-05,9.62786E-05
3558,6908,5832,6486,0.9751,0.8158,0.9351,0.00011131,9.31297E-05,0.000106746
3559,7336,5931,6949,1.0355,0.8297,1.0018,0.000118206,9.47106E-05,0.000114366
3560,7417,6318,7059,1.0469,0.8838,1.0177,0.000119512,0.000100891,0.000116176
3561,7551,6849,7227,1.0658,0.9581,1.0419,0.000121671,0.00010937,0.000118941
3562,7753,7112,7459,1.0943,0.9949,1.0754,0.000124926,0.00011357,0.000122759
3563,7268,7047,7013,1.0259,0.9858,1.0111,0.000117111,0.000112532,0.000115419
3564,7228,7099,7137,1.0202,0.9931,1.0289,0.000116466,0.000113362,0.00011746
3565,7105,7232,7083,1.0029,1.0117,1.0212,0.000114484,0.000115486,0.000116571
3566,6997,7217,7191,0.9876,1.0096,1.0367,0.000112744,0.000115246,0.000118349
3567,6745,7155,6953,0.9521,1.0009,1.0024,0.000108683,0.000114256,0.000114432
3568,6629,6850,6755,0.9357,0.9582,0.9739,0.000106814,0.000109386,0.000111173
3569,6589,6241,6759,0.9300,0.8730,0.9745,0.00010617,9.9661E-05,0.000111239
3570,6378,5881,6558,0.9003,0.8227,0.9455,0.00010277,9.39122E-05,0.000107931
3571,6178,6020,6343,0.8720,0.8421,0.9145,9.95473E-05,9.61319E-05,0.000104392
3572,6303,6153,6312,0.8897,0.8607,0.9100,0.000101561,9.82557E-05,0.000103882
3573,6284,6064,6176,0.8870,0.8483,0.8904,0.000101255,9.68345E-05,0.000101644
3574,5973,6417,5911,0.8431,0.8976,0.8522,9.62441E-05,0.000102471,9.72826E-05
3575,6062,6689,5700,0.8557,0.9357,0.8218,9.76782E-05,0.000106815,9.38099E-05
3576,6170,6597,5694,0.8709,0.9228,0.8209,9.94184E-05,0.000105346,9.37112E-05
3577,6002,6434,5664,0.8472,0.9000,0.8166,9.67114E-05,0.000102743,9.32175E-05
3578,5820,6250,5716,0.8215,0.8743,0.8241,9.37788E-05,9.98047E-05,9.40733E-05
3579,5529,6054,5518,0.7804,0.8469,0.7955,8.90898E-05,9.66748E-05,9.08146E-05
3580,5549,5997,5431,0.7833,0.8389,0.7830,8.94121E-05,9.57646E-05,8.93828E-05
3581,5672,5907,5915,0.8006,0.8263,0.8528,9.1394E-05,9.43274E-05,9.73484E-05
3582,5591,6070,6588,0.7892,0.8491,0.9498,9.00889E-05,9.69303E-05,0.000108425
3583,5591,6295,7061,0.7892,0.8806,1.0180,9.00889E-05,0.000100523,0.000116209
3584,5837,6641,7131,0.8239,0.9290,1.0281,9.40527E-05,0.000106048,0.000117361
3585,6219,6936,7294,0.8778,0.9703,1.0516,0.000100208,0.000110759,0.000120044
3586,6417,7056,7488,0.9058,0.9870,1.0796,0.000103398,0.000112675,0.000123237
3587,6377,7173,7029,0.9001,1.0034,1.0134,0.000102754,0.000114544,0.000115682
3588,6542,6940,7157,0.9234,0.9708,1.0318,0.000105413,0.000110823,0.000117789
3589,6739,6750,7314,0.9512,0.9442,1.0545,0.000108587,0.000107789,0.000120373
3590,6651,7026,7080,0.9388,0.9828,1.0207,0.000107169,0.000112196,0.000116522
3591,6546,6891,7198,0.9240,0.9640,1.0377,0.000105477,0.000110041,0.000118464
3592,6427,6761,6793,0.9072,0.9458,0.9794,0.000103559,0.000107965,0.000111798
3593,5753,6370,6738,0.8120,0.8911,0.9714,9.26992E-05,0.000101721,0.000110893
3594,5586,6144,6537,0.7885,0.8595,0.9424,9.00083E-05,9.8112E-05,0.000107585
3595,5430,6104,6338,0.7665,0.8539,0.9138,8.74946E-05,9.74732E-05,0.00010431
3596,5626,6191,6314,0.7941,0.8660,0.9103,9.06528E-05,9.88625E-05,0.000103915
3597,5712,6175,6252,0.8063,0.8638,0.9014,9.20386E-05,9.8607E-05,0.000102895
3598,5493,6085,6308,0.7753,0.8512,0.9094,8.85098E-05,9.71698E-05,0.000103816
3599,5702,6543,5948,0.8048,0.9153,0.8575,9.18774E-05,0.000104484,9.78915E-05
3600,5732,6423,6335,0.8091,0.8985,0.9133,9.23608E-05,0.000102567,0.000104261
3601,5699,6489,6573,0.8044,0.9077,0.9476,9.18291E-05,0.000103621,0.000108178
3602,5683,6500,6526,0.8022,0.9093,0.9409,9.15713E-05,0.000103797,0.000107404
3603,5497,6385,6263,0.7759,0.8932,0.9029,8.85742E-05,0.00010196,0.000103076
3604,5538,6725,6497,0.7817,0.9407,0.9367,8.92349E-05,0.00010739,0.000106927
3605,5511,6651,6198,0.7779,0.9304,0.8936,8.87998E-05,0.000106208,0.000102006
3606,5498,7162,6767,0.7761,1.0019,0.9756,8.85903E-05,0.000114368,0.000111371
3607,5628,7645,7178,0.7944,1.0694,1.0349,9.0685E-05,0.000122081,0.000118135
3608,5743,7768,7280,0.8106,1.0866,1.0496,9.25381E-05,0.000124045,0.000119813
3609,6008,7974,7485,0.8480,1.1155,1.0791,9.68081E-05,0.000127335,0.000123187
3610,6186,8253,7639,0.8732,1.1545,1.1013,9.96762E-05,0.00013179,0.000125722
3611,6395,7725,7186,0.9027,1.0806,1.0360,0.000103044,0.000123359,0.000118266
3612,6206,7781,7223,0.8760,1.0885,1.0413,9.99985E-05,0.000124253,0.000118875
3613,6030,7663,7229,0.8511,1.0719,1.0422,9.71625E-05,0.000122369,0.000118974
3614,6057,7505,7235,0.8550,1.0498,1.0431,9.75976E-05,0.000119845,0.000119073
3615,6067,7345,7118,0.8564,1.0275,1.0262,9.77587E-05,0.00011729,0.000117147
3616,6229,7086,6994,0.8792,0.9912,1.0083,0.000100369,0.000113155,0.000115106
3617,6345,7113,6944,0.8956,0.9950,1.0011,0.000102238,0.000113586,0.000114284
3618,6318,6840,6708,0.8918,0.9568,0.9671,0.000101803,0.000109226,0.000110399
3619,6274,6594,6483,0.8856,0.9224,0.9347,0.000101094,0.000105298,0.000106696
3620,6545,6656,6378,0.9238,0.9311,0.9195,0.000105461,0.000106288,0.000104968
3621,6520,6533,6278,0.9203,0.9139,0.9051,0.000105058,0.000104324,0.000103323
3622,6150,6090,6365,0.8681,0.8519,0.9176,9.90961E-05,9.72497E-05,0.000104754
3623,5909,6768,6449,0.8341,0.9468,0.9298,9.52129E-05,0.000108076,0.000106137
3624,5946,6861,6246,0.8393,0.9598,0.9005,9.5809E-05,0.000109562,0.000102796
3625,5902,6790,6181,0.8331,0.9498,0.8911,9.51001E-05,0.000108428,0.000101726
